 k	 ST1(k)		 ST2(k)		 ST3(k)		 ST4(k)		 SC1(k)		 SC2(k)		 SR1(k)		 SD1(k)
 1	 6.14841E+01	 7.14841E+01	 2.00000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 6.04000E+02	 1.29360E+01
 2	 7.21586E+01	 8.21586E+01	 2.06000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 6.04000E+02	 1.84317E+01
 3	 8.22859E+01	 9.22859E+01	 1.98000E+01	 2.01000E+01	 1.50000E+01	 4.50000E+02	 6.09000E+02	 2.42014E+01
 4	 9.21285E+01	 1.02128E+02	 2.00000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 6.20000E+02	 2.92081E+01
 5	 1.00087E+02	 1.10087E+02	 2.00000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 5.90000E+02	 3.41687E+01
 6	 1.05106E+02	 1.15106E+02	 2.05000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 5.30000E+02	 3.79365E+01
 7	 1.06599E+02	 1.16599E+02	 2.00000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 4.50000E+02	 4.07095E+01
 8	 1.06810E+02	 1.16810E+02	 2.00000E+01	 2.02000E+01	 1.50000E+01	 4.50000E+02	 4.20000E+02	 4.14616E+01
 9	 1.08579E+02	 1.18579E+02	 2.07000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 4.60000E+02	 4.12273E+01
 10	 1.11016E+02	 1.21016E+02	 2.00000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 4.80000E+02	 4.24598E+01
 11	 1.12092E+02	 1.22092E+02	 2.05000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 4.50000E+02	 4.34446E+01
 12	 1.14303E+02	 1.24303E+02	 1.90000E+01	 2.03000E+01	 1.50000E+01	 4.50000E+02	 4.80000E+02	 4.47176E+01
 13	 1.13164E+02	 1.23164E+02	 1.95000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 4.00000E+02	 4.55882E+01
 14	 1.14088E+02	 1.24088E+02	 2.00000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 4.50000E+02	 4.47707E+01
 15	 1.10982E+02	 1.20982E+02	 2.10000E+01	 2.00000E+01	 1.50000E+01	 4.50000E+02	 3.50000E+02	 4.47494E+01
