 k	 ST1(k)		 ST2(k)		 ST3(k)		 ST4(k)		 SC1(k)		 SC2(k)		 SR1(k)		 SD1(k)
 1	 7.20000E+01	 8.20000E+01	 2.00000E+01	 2.00000E+01	 1.00707E+01	 6.00000E+02	 6.04000E+02	 2.50000E+01
 2	 7.20000E+01	 8.20000E+01	 2.06000E+01	 2.00000E+01	 2.98998E+01	 4.73178E+02	 6.04000E+02	 2.50000E+01
 3	 7.20000E+01	 8.20000E+01	 1.98000E+01	 2.01000E+01	 3.00000E+01	 4.66056E+02	 6.09000E+02	 2.50000E+01
 4	 7.20000E+01	 8.20000E+01	 2.00000E+01	 2.00000E+01	 3.00000E+01	 4.67836E+02	 6.20000E+02	 2.50000E+01
 5	 7.20000E+01	 8.20000E+01	 2.00000E+01	 2.00000E+01	 2.90670E+01	 4.67836E+02	 5.90000E+02	 2.50000E+01
 6	 7.20000E+01	 8.20000E+01	 2.05000E+01	 2.00000E+01	 2.54981E+01	 4.72288E+02	 5.30000E+02	 2.50000E+01
 7	 7.20000E+01	 8.20000E+01	 2.00000E+01	 2.00000E+01	 2.07395E+01	 4.67836E+02	 4.50000E+02	 2.50000E+01
 8	 7.20000E+01	 8.20000E+01	 2.00000E+01	 2.02000E+01	 1.89762E+01	 4.67836E+02	 4.20000E+02	 2.50000E+01
 9	 7.20000E+01	 8.20000E+01	 2.07000E+01	 2.00000E+01	 2.13343E+01	 4.74069E+02	 4.60000E+02	 2.50000E+01
 10	 7.20000E+01	 8.20000E+01	 2.00000E+01	 2.00000E+01	 2.25240E+01	 4.67836E+02	 4.80000E+02	 2.50000E+01
 11	 7.20000E+01	 8.20000E+01	 2.05000E+01	 2.00000E+01	 2.07395E+01	 4.72288E+02	 4.50000E+02	 2.50000E+01
 12	 7.20000E+01	 8.20000E+01	 1.90000E+01	 2.03000E+01	 2.25557E+01	 4.58933E+02	 4.80000E+02	 2.50000E+01
 13	 7.20000E+01	 8.20000E+01	 1.95000E+01	 2.00000E+01	 1.77654E+01	 4.63385E+02	 4.00000E+02	 2.50000E+01
 14	 7.20000E+01	 8.20000E+01	 2.00000E+01	 2.00000E+01	 2.07395E+01	 4.67836E+02	 4.50000E+02	 2.50000E+01
 15	 7.20000E+01	 8.20000E+01	 2.10000E+01	 2.00000E+01	 1.47913E+01	 4.76740E+02	 3.50000E+02	 2.50000E+01
